지점,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),적설(cm),날씨,전운량(10분위)
112,2016.8.8 8:00,27.9,,0.6,98,,박무,3
112,2016.8.8 9:00,29.8,,0.8,89,,구름조금,5
112,2016.8.8 10:00,29.7,,2.3,96,,박무,8
112,2016.8.8 11:00,30.4,,2,95,,박무,8
112,2016.8.8 12:00,31.4,,2.6,87,,구름많음,8
112,2016.8.8 13:00,32,,2.6,80,,구름많음,6
112,2016.8.8 14:00,32.2,,4.5,79,,구름많음,8
112,2016.8.8 15:00,32.3,,5,78,,구름많음,6
112,2016.8.8 16:00,31.8,,4.8,81,,구름많음,8
112,2016.8.8 17:00,31.3,,5,82,,구름많음,7
112,2016.8.8 18:00,29.8,,4.4,92,,구름많음,8
112,2016.8.8 19:00,29.4,,3,94,,,
112,2016.8.8 20:00,28.5,,2.8,98,,,
112,2016.8.8 21:00,28.3,,2.8,98,,맑음,0
112,2016.8.8 22:00,27.9,,2.8,98,,,
112,2016.8.8 23:00,27.9,,2.8,98,,,
112,2016.8.9 0:00,27.4,,2.5,98,,구름많음,6
112,2016.8.9 1:00,27,,3.1,98,,,
112,2016.8.9 2:00,26.7,,2.6,98,,,
112,2016.8.9 3:00,26.2,,2.3,98,,구름조금,4
112,2016.8.9 4:00,25.9,,1.7,98,,구름조금,3
112,2016.8.9 5:00,25.5,,2.2,98,,구름조금,3
112,2016.8.9 6:00,25.4,,1.7,98,,구름조금,3
112,2016.8.9 7:00,26,,1.3,98,,구름조금,4
112,2016.8.9 8:00,27.8,,1.9,94,,구름많음,7
112,2016.8.9 9:00,29.7,,1.8,85,,구름조금,5
112,2016.8.9 10:00,30.6,,2.9,82,,구름많음,6
112,2016.8.9 11:00,30.3,,1.9,84,,구름많음,8
112,2016.8.9 12:00,31.3,,2.5,80,,구름조금,4
112,2016.8.9 13:00,31.9,,3.5,77,,구름조금,3
112,2016.8.9 14:00,32.2,,3.2,74,,맑음,2
112,2016.8.9 15:00,32.8,,2.3,77,,구름조금,3
112,2016.8.9 16:00,32.9,,3.1,80,,맑음,1
112,2016.8.9 17:00,33,,2.3,74,,맑음,1
112,2016.8.9 18:00,32.2,,2.8,78,,맑음,1
112,2016.8.9 19:00,30.6,,2.6,98,,,
112,2016.8.9 20:00,28.6,,2.1,98,,,
112,2016.8.9 21:00,28.2,,1,98,,박무,1
112,2016.8.9 22:00,28,,0,98,,,
112,2016.8.9 23:00,27.7,,0.8,98,,,
112,2016.8.10 0:00,27.4,,1.6,98,,박무,0
112,2016.8.10 1:00,26.8,,1.5,98,,,
112,2016.8.10 2:00,26.4,,1.1,98,,,
112,2016.8.10 3:00,26.2,,2.2,98,,박무,0
112,2016.8.10 4:00,25.9,,1.6,98,,박무,0
112,2016.8.10 5:00,25.8,,1.7,98,,박무,0
112,2016.8.10 6:00,25.6,,2.1,98,,박무,2
112,2016.8.10 7:00,26,,1.3,98,,박무,1
112,2016.8.10 8:00,26.8,,1.3,98,,박무,2
112,2016.8.10 9:00,27.8,,1.2,94,,구름조금,5
112,2016.8.10 10:00,29,,2.1,86,,구름많음,6
112,2016.8.10 11:00,29.7,,2.3,79,,구름많음,6
112,2016.8.10 12:00,30,,2.9,72,,구름많음,6
112,2016.8.10 13:00,30.3,,3.8,72,,구름많음,7
112,2016.8.10 14:00,30.6,,3.4,73,,구름많음,7
112,2016.8.10 15:00,30.5,,3,73,,구름많음,7
112,2016.8.10 16:00,30.1,,3.1,73,,구름많음,7
112,2016.8.10 17:00,30.7,,3.6,79,,구름많음,8
112,2016.8.10 18:00,30.2,,2.5,88,,구름많음,8
112,2016.8.10 19:00,29.4,,3.1,85,,,
112,2016.8.10 20:00,28.1,,2.1,96,,,
112,2016.8.10 21:00,27.5,,1.8,98,,구름많음,7
112,2016.8.10 22:00,27,,3.4,98,,,
112,2016.8.10 23:00,26.9,,2.4,98,,,
112,2016.8.11 0:00,26.8,,1.5,98,,맑음,0
112,2016.8.11 1:00,26.8,,1.4,98,,,
112,2016.8.11 2:00,26.7,,1.3,98,,,
112,2016.8.11 3:00,26.4,,1.4,98,,맑음,0
112,2016.8.11 4:00,26.3,,0.9,98,,박무,0
112,2016.8.11 5:00,26.2,,0.6,98,,박무,0
112,2016.8.11 6:00,26.1,,0.1,98,,박무,0
112,2016.8.11 7:00,26.6,,0.7,98,,박무,0
112,2016.8.11 8:00,27.4,,1.1,98,,구름조금,3
112,2016.8.11 9:00,28.4,,0.6,98,,구름조금,3
112,2016.8.11 10:00,29.6,,1.5,96,,맑음,2
112,2016.8.11 11:00,30.5,,2.8,81,,맑음,2
112,2016.8.11 12:00,31.6,,2.6,81,,구름조금,3
112,2016.8.11 13:00,31.6,,3.5,87,,구름조금,3
112,2016.8.11 14:00,31.9,,4.1,83,,맑음,1
112,2016.8.11 15:00,33,,2.9,75,,맑음,1
112,2016.8.11 16:00,33.3,,2,67,,맑음,1
112,2016.8.11 17:00,32.4,,4.3,73,,맑음,0
112,2016.8.11 18:00,31.6,,3.8,77,,맑음,0
112,2016.8.11 19:00,30.6,,3,86,,,
112,2016.8.11 20:00,28.8,,2.7,98,,,
112,2016.8.11 21:00,28,,2.2,98,,맑음,0
112,2016.8.11 22:00,27.7,,1.6,98,,,
112,2016.8.11 23:00,27.5,,2.2,98,,,
112,2016.8.12 0:00,27.1,,2.8,98,,박무,0
112,2016.8.12 1:00,27.1,,1.9,98,,,
112,2016.8.12 2:00,27,,1.8,98,,,
112,2016.8.12 3:00,26.8,,1.1,98,,박무,2
112,2016.8.12 4:00,26.8,,0.1,98,,박무,7
112,2016.8.12 5:00,26.7,,1.4,98,,박무,4
112,2016.8.12 6:00,26.5,,1.4,98,,박무,7
112,2016.8.12 7:00,26.8,,1.6,98,,박무,8
112,2016.8.12 8:00,27.4,,1.6,98,,구름많음,8
112,2016.8.12 9:00,28.7,,2,98,,구름많음,7
112,2016.8.12 10:00,29.4,,2.5,98,,구름많음,6
112,2016.8.12 11:00,29.7,,3.3,98,,구름조금,4
112,2016.8.12 12:00,30.5,,3.1,98,,구름조금,3
112,2016.8.12 13:00,30.5,,3.4,82,,맑음,2
112,2016.8.12 14:00,31.2,,3.3,94,,맑음,1
112,2016.8.12 15:00,31.7,,3.1,72,,맑음,0
112,2016.8.12 16:00,31.8,,3.8,77,,맑음,0
112,2016.8.12 17:00,32.2,,2.7,71,,맑음,0
112,2016.8.12 18:00,31.6,,3.1,77,,맑음,0
112,2016.8.12 19:00,30.3,,2.6,98,,,
112,2016.8.12 20:00,28.9,,2.4,98,,,
112,2016.8.12 21:00,28.2,,2.8,98,,박무,2
112,2016.8.12 22:00,28.1,,2.5,98,,,
112,2016.8.12 23:00,27.9,,2,98,,,
112,2016.8.13 0:00,27.7,,1.9,98,,박무,0
112,2016.8.13 1:00,27.6,,2,98,,,
112,2016.8.13 2:00,27.4,,1,98,,,
112,2016.8.13 3:00,27.1,,1.1,98,,박무,1
112,2016.8.13 4:00,26.9,,1.2,98,,박무,8
112,2016.8.13 5:00,26.7,,1.1,98,,박무,7
112,2016.8.13 6:00,26.7,,1.1,98,,박무,5
112,2016.8.13 7:00,26.8,,1.6,98,,박무,7
112,2016.8.13 8:00,27.2,,1.6,98,,구름많음,7
112,2016.8.13 9:00,28.6,,1.2,98,,구름조금,4
112,2016.8.13 10:00,29.7,,2.1,98,,구름조금,5
112,2016.8.13 11:00,30.7,,2.6,98,,구름조금,5
112,2016.8.13 12:00,31.2,,3.1,90,,구름조금,4
112,2016.8.13 13:00,31.6,,2.4,93,,구름조금,3
112,2016.8.13 14:00,31.7,,2.9,88,,맑음,2
112,2016.8.13 15:00,31.2,,3.5,93,,구름조금,5
112,2016.8.13 16:00,31.1,,3.7,92,,구름많음,6
112,2016.8.13 17:00,30.9,,3.2,98,,구름많음,6
112,2016.8.13 18:00,30.2,,3.4,98,,구름많음,6
112,2016.8.13 19:00,29.9,,2.2,90,,,
112,2016.8.13 20:00,29,,2.5,98,,,
112,2016.8.13 21:00,28.3,,2.9,98,,맑음,0
112,2016.8.13 22:00,28.1,,2.2,98,,,
112,2016.8.13 23:00,28.1,,1.9,98,,,
112,2016.8.14 0:00,27.8,,1.8,98,,박무,1
112,2016.8.14 1:00,27.7,,1.9,98,,,
112,2016.8.14 2:00,27.6,,1.9,98,,,
112,2016.8.14 3:00,27.5,,1.9,98,,박무,2
112,2016.8.14 4:00,27.4,,1.5,98,,박무,5
112,2016.8.14 5:00,27.2,,1.9,98,,박무,5
112,2016.8.14 6:00,27.2,,1.9,98,,박무,6
112,2016.8.14 7:00,27.3,,1.9,98,,박무,6
112,2016.8.14 8:00,27.7,,2,98,,박무,8
112,2016.8.14 9:00,28.8,,2.2,98,,흐림,9
112,2016.8.14 10:00,29.3,,2.5,98,,구름많음,8
112,2016.8.14 11:00,30.2,,1.9,98,,흐림,9
112,2016.8.14 12:00,29.8,,3.4,98,,구름많음,8
112,2016.8.14 13:00,29.5,,3.6,98,,흐림,10
112,2016.8.14 14:00,29.5,,3.5,98,,흐림,10
112,2016.8.14 15:00,29.6,,2.3,98,,흐림,9
112,2016.8.14 16:00,29.5,,2.8,98,,흐림,9
112,2016.8.14 17:00,30.2,,3.3,95,,구름많음,7
112,2016.8.14 18:00,29.8,,3.2,98,,구름조금,5
112,2016.8.14 19:00,29.1,,2.1,95,,,
112,2016.8.14 20:00,28.3,,2.1,94,,,
112,2016.8.14 21:00,27.8,,2.1,98,,구름조금,3
112,2016.8.14 22:00,27.3,,2.2,98,,,
112,2016.8.14 23:00,26.9,,1.8,98,,,
112,2016.8.15 0:00,26.8,,1.8,98,,구름조금,3
112,2016.8.15 1:00,26.7,,1.6,98,,,
112,2016.8.15 2:00,26.6,,1.2,98,,,
112,2016.8.15 3:00,26.6,,0.4,98,,박무,4
112,2016.8.15 4:00,26.6,,1.3,98,,박무,7
112,2016.8.15 5:00,26.4,,1.3,98,,박무,7
112,2016.8.15 6:00,26,,1.5,98,,박무,6
112,2016.8.15 7:00,25.9,,2.1,98,,박무,7
112,2016.8.15 8:00,26.3,,1.3,98,,박무,6
112,2016.8.15 9:00,26.9,,1.6,98,,박무,6
112,2016.8.15 10:00,28.8,,2.1,95,,구름많음,6
112,2016.8.15 11:00,30,,2.7,82,,구름많음,6
112,2016.8.15 12:00,30.6,,3.5,91,,구름많음,6
112,2016.8.15 13:00,30.7,,2.9,84,,구름많음,7
112,2016.8.15 14:00,30.7,,4.6,78,,구름많음,7
112,2016.8.15 15:00,30.5,,4,73,,구름많음,8
112,2016.8.15 16:00,30.2,,4,81,,구름조금,5
112,2016.8.15 17:00,29.6,,2.4,80,,구름많음,8
112,2016.8.15 18:00,28.8,,3.6,78,,구름많음,8
112,2016.8.15 19:00,28.3,,3.1,84,,,
112,2016.8.15 20:00,27.6,,1.6,76,,,
112,2016.8.15 21:00,27.6,,2.1,79,,흐림,10
112,2016.8.15 22:00,27.5,,0.3,77,,,
112,2016.8.15 23:00,27.3,,0.7,74,,,
112,2016.8.16 0:00,27.2,,2.6,98,,흐림,10
112,2016.8.16 1:00,26.9,,2.8,98,,,
112,2016.8.16 2:00,26.5,,2.1,98,,,
112,2016.8.16 3:00,26.3,,2,98,,흐림,10
112,2016.8.16 4:00,26.1,,1.9,98,,흐림,10
112,2016.8.16 5:00,25.8,,1.4,95,,구름많음,7
112,2016.8.16 6:00,25.6,,0.7,90,,맑음,0
112,2016.8.16 7:00,26.1,,1.5,98,,맑음,1
112,2016.8.16 8:00,27,,1.7,98,,맑음,2
112,2016.8.16 9:00,27.8,,0.2,98,,구름많음,6
112,2016.8.16 10:00,28.3,,1.6,98,,박무,8
112,2016.8.16 11:00,29.5,,2,92,,구름많음,7
112,2016.8.16 12:00,30.4,,1.8,84,,구름많음,6
112,2016.8.16 13:00,30.8,,2.6,81,,맑음,2
112,2016.8.16 14:00,30.6,,4,83,,맑음,1
112,2016.8.16 15:00,31.1,,3.5,82,,맑음,2
112,2016.8.16 16:00,31.7,,3.3,78,,맑음,1
112,2016.8.16 17:00,30.9,,3.8,85,,맑음,0
112,2016.8.16 18:00,30.4,,3.5,87,,맑음,0
112,2016.8.16 19:00,29.4,,2.4,98,,,
112,2016.8.16 20:00,28.1,,2.7,98,,,
112,2016.8.16 21:00,28,,0.7,98,,맑음,0
112,2016.8.16 22:00,27.7,,1.2,98,,,
112,2016.8.16 23:00,27.4,,1.4,98,,,
112,2016.8.17 0:00,27.2,,0.8,98,,맑음,0
112,2016.8.17 1:00,27,,2.1,98,,,
112,2016.8.17 2:00,26.9,,2.3,98,,,
112,2016.8.17 3:00,26.6,,1.2,98,,맑음,0
112,2016.8.17 4:00,26.6,,1,98,,맑음,0
112,2016.8.17 5:00,26.4,,1.3,98,,박무,0
112,2016.8.17 6:00,26.1,,2,98,,박무,8
112,2016.8.17 7:00,25.8,,1.4,98,,구름많음,6
112,2016.8.17 8:00,26.6,,1.6,98,,맑음,1
112,2016.8.17 9:00,28.5,,1.2,96,,박무,7
112,2016.8.17 10:00,29,,1.1,96,,박무,7
112,2016.8.17 11:00,30.1,,2.4,90,,박무,8
112,2016.8.17 12:00,31,,1.6,79,,구름많음,8
112,2016.8.17 13:00,31.6,,2.7,80,,구름많음,7
112,2016.8.17 14:00,32.2,,3,75,,구름조금,3
112,2016.8.17 15:00,31.8,,4.2,73,,흐림,9
112,2016.8.17 16:00,31.1,,4.4,81,,구름많음,6
112,2016.8.17 17:00,30.8,,3.5,87,,구름조금,4
112,2016.8.17 18:00,31.5,,2.7,74,,구름조금,4
112,2016.8.17 19:00,30.3,,2,87,,,
112,2016.8.17 20:00,28.7,,2.1,98,,,
112,2016.8.17 21:00,27.7,,1.4,98,,구름많음,7
112,2016.8.17 22:00,27.6,,2.4,98,,,
112,2016.8.17 23:00,27.6,,1.1,98,,,
112,2016.8.18 0:00,27.7,,1.2,98,,구름많음,8
112,2016.8.18 1:00,27.5,,0.1,97,,,
112,2016.8.18 2:00,27.2,,2.3,98,,,
112,2016.8.18 3:00,26.7,,1.6,98,,구름많음,8
112,2016.8.18 4:00,26.3,,1,98,,구름많음,8
112,2016.8.18 5:00,26.1,,1.7,98,,구름많음,6
112,2016.8.18 6:00,26,,1.7,98,,구름많음,8
112,2016.8.18 7:00,26.4,,1,98,,구름많음,7
112,2016.8.18 8:00,27.2,,1.2,98,,박무,8
112,2016.8.18 9:00,28.2,,1.5,96,,박무,8
112,2016.8.18 10:00,29.8,,1,85,,구름많음,8
112,2016.8.18 11:00,30.1,,2,85,,박무,8
112,2016.8.18 12:00,31.4,,2.4,77,,구름많음,8
112,2016.8.18 13:00,32.8,,2.8,67,,구름많음,6
112,2016.8.18 14:00,31.8,,3.2,56,,구름많음,6
112,2016.8.18 15:00,32.5,,2.9,61,,구름많음,6
112,2016.8.18 16:00,32.2,,2.3,61,,구름많음,7
112,2016.8.18 17:00,31.2,,3.7,72,,구름많음,7
112,2016.8.18 18:00,29.7,,3.5,74,,흐림,9
112,2016.8.18 19:00,28.8,,2.9,92,,,
112,2016.8.18 20:00,28.6,,2.4,92,,,
112,2016.8.18 21:00,28.6,,2,85,,구름많음,8
112,2016.8.18 22:00,28.5,,1.3,85,,,
112,2016.8.18 23:00,28.2,,1.8,90,,,
112,2016.8.19 0:00,27.9,,1.3,93,,구름많음,8
112,2016.8.19 1:00,27.8,,1,89,,,
112,2016.8.19 2:00,27.8,,0,92,,,
112,2016.8.19 3:00,27.7,,0.2,97,,구름많음,8
112,2016.8.19 4:00,27.7,,1.4,98,,구름많음,8
112,2016.8.19 5:00,27.1,,1.3,98,,구름많음,8
112,2016.8.19 6:00,26.9,,1.1,98,,흐림,9
112,2016.8.19 7:00,27.1,,1.8,96,,구름많음,8
112,2016.8.19 8:00,27.9,,1.3,93,,박무,9
112,2016.8.19 9:00,29.1,,1.9,82,,박무,9
112,2016.8.19 10:00,30.1,,1.2,79,,박무,9
112,2016.8.19 11:00,30.8,,1.8,78,,박무,9
112,2016.8.19 12:00,30.5,,3.1,74,,흐림,9
112,2016.8.19 13:00,30.6,,2.7,77,,흐림,9
112,2016.8.19 14:00,31.2,,2.2,77,,박무,9
112,2016.8.19 15:00,31.8,,1.7,78,,박무,9
112,2016.8.19 16:00,31.1,,2.8,86,,박무,8
112,2016.8.19 17:00,31,,3.2,81,,구름많음,8
112,2016.8.19 18:00,30,,4,86,,흐림,9
112,2016.8.19 19:00,29.1,,3.9,98,,,
112,2016.8.19 20:00,29.2,,2.6,91,,,
112,2016.8.19 21:00,29.2,,2.5,97,,구름많음,8
112,2016.8.19 22:00,28.9,,2.6,96,,,
112,2016.8.19 23:00,28.7,,2,98,,,
112,2016.8.20 0:00,28.4,,1.3,98,,박무,8
112,2016.8.20 1:00,28.1,,2.3,98,,,
112,2016.8.20 2:00,27.7,,1.9,98,,,
112,2016.8.20 3:00,27.4,,2.3,98,,박무,8
112,2016.8.20 4:00,27.5,,1,98,,박무,8
112,2016.8.20 5:00,27.6,,1.2,98,,박무,9
112,2016.8.20 6:00,27.7,,1.3,98,,구름많음,7
112,2016.8.20 7:00,27.9,,3.5,95,,구름많음,7
112,2016.8.20 8:00,28.1,,2.6,85,,구름많음,8
112,2016.8.20 9:00,28.6,,3.1,75,,구름많음,7
112,2016.8.20 10:00,29.5,,3.1,72,,흐림,9
112,2016.8.20 11:00,31,,3.3,64,,구름많음,7
112,2016.8.20 12:00,31.7,,1.8,65,,구름많음,7
112,2016.8.20 13:00,33.5,,1.5,61,,구름많음,7
112,2016.8.20 14:00,32.8,,2.5,66,,흐림,9
112,2016.8.20 15:00,32.1,,2.9,69,,구름많음,8
112,2016.8.20 16:00,33.3,,3,68,,구름조금,5
112,2016.8.20 17:00,31.9,,3.9,81,,구름많음,6
112,2016.8.20 18:00,29.9,,4.6,89,,박무,6
112,2016.8.20 19:00,29.1,,3.7,98,,,
112,2016.8.20 20:00,28.9,,3.4,98,,,
112,2016.8.20 21:00,28.9,,3.4,98,,박무,6
112,2016.8.20 22:00,28.8,,2.6,98,,,
112,2016.8.20 23:00,28.7,,3.2,98,,,
112,2016.8.21 0:00,28.6,,2.9,98,,박무,8
112,2016.8.21 1:00,28.3,,2.4,98,,,
112,2016.8.21 2:00,27.7,0,2.9,98,,약한비계속,9
112,2016.8.21 3:00,27.5,0,2,98,,비 끝남,9
112,2016.8.21 4:00,28.1,,3.3,96,,구름많음,8
112,2016.8.21 5:00,27.6,0.1,2.2,98,,비 끝남,9
112,2016.8.21 6:00,27.4,0,2.1,98,,비 끝남,10
112,2016.8.21 7:00,27.4,0,3.1,85,,약한비단속,10
112,2016.8.21 8:00,27.4,0,0.5,73,,비 끝남,10
112,2016.8.21 9:00,28.1,,3.2,67,,흐림,9
112,2016.8.21 10:00,29.7,,3,58,,구름많음,8
112,2016.8.21 11:00,31.5,,1.6,51,,구름조금,4
112,2016.8.21 12:00,32.7,,2.8,54,,구름조금,3
112,2016.8.21 13:00,32.7,,3.1,50,,맑음,0
112,2016.8.21 14:00,33.2,,2.9,42,,맑음,0
112,2016.8.21 15:00,33.9,,2.5,39,,맑음,0
112,2016.8.21 16:00,33,,3.6,43,,맑음,0
112,2016.8.21 17:00,32.5,,4.1,52,,맑음,0
112,2016.8.21 18:00,31.9,,2.9,59,,맑음,0
112,2016.8.21 19:00,29.8,,3.4,74,,,
112,2016.8.21 20:00,28.9,,2.4,85,,,
112,2016.8.21 21:00,28.6,,2,98,,구름조금,3
112,2016.8.21 22:00,28.5,,2,98,,,
112,2016.8.21 23:00,28.2,,1.5,98,,,
112,2016.8.22 0:00,27.9,,2.3,98,,맑음,2
112,2016.8.22 1:00,27.8,,2.3,98,,,
112,2016.8.22 2:00,27.4,,2.6,98,,,
112,2016.8.22 3:00,26.8,,2.5,98,,맑음,0
112,2016.8.22 4:00,26.2,,2.9,98,,맑음,0
112,2016.8.22 5:00,25.7,,2.5,98,,맑음,0
112,2016.8.22 6:00,25.4,,2,98,,맑음,0
112,2016.8.22 7:00,25.6,,2.7,98,,맑음,0
112,2016.8.22 8:00,26.7,,1.7,96,,맑음,0
112,2016.8.22 9:00,27.9,,2.2,91,,맑음,1
112,2016.8.22 10:00,29.2,,3.6,84,,구름조금,3
112,2016.8.22 11:00,30.6,,3.5,77,,구름많음,7
112,2016.8.22 12:00,31.7,,2.8,70,,구름조금,4
112,2016.8.22 13:00,32,,4.1,78,,구름조금,5
112,2016.8.22 14:00,32.9,,3.5,70,,구름조금,5
112,2016.8.22 15:00,33,,2.9,66,,구름조금,3
112,2016.8.22 16:00,33.2,,3.4,69,,구름조금,3
112,2016.8.22 17:00,31.9,,4.4,79,,맑음,2
112,2016.8.22 18:00,30.9,,4.4,87,,맑음,2
112,2016.8.22 19:00,29.7,,2.6,97,,,
112,2016.8.22 20:00,28.7,,2.3,95,,,
112,2016.8.22 21:00,28.6,,1.5,92,,맑음,2
112,2016.8.22 22:00,28,,2.6,98,,,
112,2016.8.22 23:00,28,,2.5,98,,,
112,2016.8.23 0:00,27.8,,2.4,98,,맑음,0
112,2016.8.23 1:00,27.5,,1.5,96,,,
112,2016.8.23 2:00,27.6,,2,95,,,
112,2016.8.23 3:00,27.6,,2.3,93,,맑음,0
112,2016.8.23 4:00,27.2,,2.1,92,,구름많음,6
112,2016.8.23 5:00,27,,2.5,91,,구름조금,4
112,2016.8.23 6:00,26.8,,2.1,91,,맑음,2
112,2016.8.23 7:00,26.9,,2.1,88,,구름많음,7
112,2016.8.23 8:00,27.8,,2.8,82,,구름많음,8
112,2016.8.23 9:00,28.6,,3.4,82,,구름많음,8
112,2016.8.23 10:00,29.9,,2.2,76,,구름조금,5
112,2016.8.23 11:00,30.4,,1.6,76,,흐림,9
112,2016.8.23 12:00,30.6,,3.5,78,,구름많음,7
112,2016.8.23 13:00,31.4,,3,76,,구름조금,5
112,2016.8.23 14:00,31.3,,2.9,76,,맑음,2
112,2016.8.23 15:00,31.5,,3.5,78,,구름조금,4
112,2016.8.23 16:00,31.6,,3.5,82,,구름많음,8
112,2016.8.23 17:00,30.8,,3.5,78,,구름조금,3
112,2016.8.23 18:00,30.4,,1.7,81,,구름조금,5
112,2016.8.23 19:00,29.4,,2,88,,,
112,2016.8.23 20:00,28.6,,1.5,92,,,
112,2016.8.23 21:00,28.3,,1.3,85,,맑음,2
112,2016.8.23 22:00,28,,0.9,92,,,
112,2016.8.23 23:00,27.7,,1.4,95,,,
112,2016.8.24 0:00,27.1,,1.6,98,,구름조금,5
112,2016.8.24 1:00,26.7,,2.5,98,,,
112,2016.8.24 2:00,26.4,,1.6,98,,,
112,2016.8.24 3:00,26.4,,2.2,98,,구름많음,7
112,2016.8.24 4:00,26.3,,2,98,,구름조금,3
112,2016.8.24 5:00,26.2,,1.7,98,,구름많음,8
112,2016.8.24 6:00,26.3,,2.5,98,,흐림,9
112,2016.8.24 7:00,26.4,,1.7,98,,박무,8
112,2016.8.24 8:00,27.1,,1.2,98,,구름많음,8
112,2016.8.24 9:00,27.9,,0.8,87,,구름많음,8
112,2016.8.24 10:00,29.4,,2.3,79,,구름많음,7
112,2016.8.24 11:00,29.4,,2.8,73,,구름많음,8
112,2016.8.24 12:00,29.9,,2,71,,흐림,9
112,2016.8.24 13:00,30.7,,1.3,67,,흐림,10
112,2016.8.24 14:00,30.6,,2.1,64,,흐림,10
112,2016.8.24 15:00,30.7,,1.6,67,,구름많음,7
112,2016.8.24 16:00,31.5,,2.5,61,,구름많음,7
112,2016.8.24 17:00,30.4,,2.4,66,,흐림,9
112,2016.8.24 18:00,30,,3.8,62,,구름많음,7
112,2016.8.24 19:00,29.2,,2.6,65,,,
112,2016.8.24 20:00,28.1,,2.3,86,,,
112,2016.8.24 21:00,27.6,,2.9,80,,맑음,0
112,2016.8.24 22:00,27.1,,2.3,90,,,
112,2016.8.24 23:00,26.8,,3,98,,,
112,2016.8.25 0:00,26.6,,1.9,98,,맑음,0
112,2016.8.25 1:00,26.2,,1.9,98,,,
112,2016.8.25 2:00,25.8,,1.1,96,,,
112,2016.8.25 3:00,25.9,,1.3,96,,맑음,0
112,2016.8.25 4:00,25.8,,0.4,93,,맑음,0
112,2016.8.25 5:00,25.8,,0,96,,맑음,0
112,2016.8.25 6:00,25.8,,0,95,,맑음,2
112,2016.8.25 7:00,26,,0.5,97,,맑음,2
112,2016.8.25 8:00,27.4,,1.5,80,,구름많음,6
112,2016.8.25 9:00,28.7,,2.2,83,,구름많음,8
112,2016.8.25 10:00,29.8,,2.5,74,,구름많음,8
112,2016.8.25 11:00,29.7,,2.5,70,,흐림,9
112,2016.8.25 12:00,31,,2.6,69,,구름많음,7
112,2016.8.25 13:00,30.7,,3.6,71,,구름많음,7
112,2016.8.25 14:00,29.4,,3.1,83,,구름많음,8
112,2016.8.25 15:00,29.3,,3.4,83,,흐림,9
112,2016.8.25 16:00,28.8,,4.3,87,,흐림,10
112,2016.8.25 17:00,28.4,,3.4,92,,흐림,10
112,2016.8.25 18:00,28,,2.7,98,,흐림,10
112,2016.8.25 19:00,27.3,0.1,3.9,98,,보통비계속,10
112,2016.8.25 20:00,24.2,3.6,4.6,98,,비 끝남,10
112,2016.8.25 21:00,23.8,0.1,2.3,98,,비 끝남,10
112,2016.8.25 22:00,23.9,,1.9,98,,,
112,2016.8.25 23:00,23.9,,2.2,98,,,
112,2016.8.26 0:00,23.5,,2.1,98,,흐림,10
112,2016.8.26 1:00,23.2,,2.7,98,,,
112,2016.8.26 2:00,22.6,0,2,98,,약한비단속,10
112,2016.8.26 3:00,21.9,0.9,1.7,98,,약한비계속,10
112,2016.8.26 4:00,21.8,2.4,2.3,98,,약한비계속,10
112,2016.8.26 5:00,21.6,3.5,3.1,98,,보통비계속,10
112,2016.8.26 6:00,21.6,1.1,1.9,98,,약한비단속,10
112,2016.8.26 7:00,20.9,0.4,5.8,98,,약한비단속,10
112,2016.8.26 8:00,20.5,0,7,98,,비 끝남,10
112,2016.8.26 9:00,20.9,,8.7,86,,흐림,10
112,2016.8.26 10:00,21.2,,6.5,81,,흐림,10
112,2016.8.26 11:00,21.7,,7.1,73,,구름많음,8
112,2016.8.26 12:00,22.2,,7.1,68,,구름많음,7
112,2016.8.26 13:00,24,,6.5,60,,구름많음,6
112,2016.8.26 14:00,25.3,,5.5,55,,맑음,2
112,2016.8.26 15:00,26.1,,5.3,51,,맑음,1
112,2016.8.26 16:00,26.6,,5.4,48,,맑음,0
112,2016.8.26 17:00,26.8,,4.7,47,,맑음,0
112,2016.8.26 18:00,26.7,,2.9,50,,맑음,0
112,2016.8.26 19:00,25.9,,5.6,47,,,
112,2016.8.26 20:00,25.2,,5,44,,,
112,2016.8.26 21:00,24.5,,6.3,41,,맑음,0
112,2016.8.26 22:00,23.4,,4.6,46,,,
112,2016.8.26 23:00,22.6,,4.9,47,,,
112,2016.8.27 0:00,21.7,,4,50,,맑음,0
112,2016.8.27 1:00,20.9,,2.6,55,,,
112,2016.8.27 2:00,20.3,,3,56,,,
112,2016.8.27 3:00,20,,2.9,55,,맑음,0
112,2016.8.27 4:00,19.7,,3.8,57,,맑음,0
112,2016.8.27 5:00,19.2,,3.1,57,,맑음,0
112,2016.8.27 6:00,19,,3.5,54,,맑음,0
112,2016.8.27 7:00,20.1,,3.7,54,,맑음,0
112,2016.8.27 8:00,21.3,,3.8,53,,맑음,0
112,2016.8.27 9:00,22.4,,5.3,53,,맑음,0
112,2016.8.27 10:00,23.5,,6.3,47,,맑음,0
112,2016.8.27 11:00,24.8,,4.7,47,,맑음,0
112,2016.8.27 12:00,26.3,,2.9,46,,구름많음,7
112,2016.8.27 13:00,26.7,,2.5,44,,구름많음,8
112,2016.8.27 14:00,27.5,,2.7,43,,구름많음,8
112,2016.8.27 15:00,27.4,,3,42,,구름많음,8
